deep_id,bib_ind_and_in_coll,title,title_alternative_keywords,pub_year,pub_year_display,first_production_date,first_production_date_display,first_publish_date,record_type,theater_type,greg_number,stc_or_wing,stc_or_wing2,play_edition_number,book_edition_number,variant_description,edition,total_editions,leaves,illustration_on_tp_or_frontis,dedication_to,commendatory_verses_by,to_the_reader,argument,char_list,actor_list,blackletter,latin,addition_and_correction_attributions,other_paratexts,sr_entries,format,additional_notes,transcript_title,transcript_author,transcript_performance,transcript_latin,transcript_imprint,transcript_explicit,transcript_colophon,transcript_dedication,transcript_commendatory_verses,transcript_to_the_reader,transcript_printed_license,transcript_general_title,transcript_woodcut,transcript_character_list,transcript_actor_list,transcript_argument,transcript_modern_spelling,display_play_type,display_authors,display_genre,display_booksellers,display_printers,display_publishers,display_companies,display_auspices,errata,imprintlocation
5114.04,804,"The Jealous Lovers",,1646,1646,1632,"1632 [Mar 20]",1632,"Play in Collection",None,469d,n/a,,4,0,,"coll, Oc2","2 quartos, 2 octavos (bibliographically independent and in collection), 1 octavo in collection",52,,Yes,Yes,Yes,,Yes,,,Yes,,,"Jun 3, 1645: Transferred from Richard Ireland and Roger Daniel to Richard Royston: ""a Comedie called the Iealous Lovers. by Tho: Randall w<sup>ch</sup> sd Copie was formerly printed at Cambridge as by a Note vnder their hands apps w<sup>ch</sup> is putt vpon the file"".",Octavo,"According to Greg, ""This edition was printed for the later issue of"" the 1643 Randolph collection ""after the stock of [469c] was exhausted"" (<i>Bibliography</i>, 2:618). It does not seem to have been intended for separate issue.","[A2r] THE Jealous Lovers. A COMEDIE","<i>Written by</i> T<small>HOMAS</small> R<small>ANDOLPH</small>, Master of Arts, and Fellow of the House.","<i>Presented to</i> Their gracious M<small>A</small>j<small>ESTIES</small> <i>At</i> CAMBRIDGE, By the S<small>TUDENTS</small> of <i>Trinitie Colledge</i>.","[in single column] ———<i>Valeat res ludicra, si me</i> | <i>Palma negata macrum, donata reducit opimum</i>.","<i>LONDON</i>, Printed for <i>Richard Royston</i>, at the Angel in <i>Ivie lane</i>. 1646.",,,"Epistle <i>to</i>: Thomas Comber (<i>college head and dean of Carlisle</i>); <i>from</i>: Thomas Randolph [A3r]. Verses <i>to</i>: Kenelm Digby (<i>natural philosopher and courtier</i>); <i>from</i>: Thomas Randolph [A4r]. Verses <i>to</i>: Christopher Hatton (1st Baron Hatton); <i>from</i>: Thomas Randolph [A4v]. Verses <i>to</i>: Anthony Stafford (<i>author</i>); <i>from</i>: Thomas Randolph [A4v]. Verses <i>to</i>: Richard Lane (<i>barrister</i>); <i>from</i>: Thomas Randolph [A5r]. Verses <i>to</i>: Lambert Osbaldeston (<i>schoolmaster</i>); <i>from</i>: Thomas Randolph [A5r]. Verses <i>to</i>: Thomas Riley (<i>actor</i>); <i>from</i>: Thomas Randolph [A5r].","10: by ""Edward Hide"" (2); ""Edward Fraunces""; ""Rich. Benefield""; ""James Duport""; ""Thom. Riley""; ""Car. Fotherbie""; ""Fr. Meares""; ""Ro. Randolph""; ""Thom. Vincent"" [A5v]","""To the Reader"" signed ""T. R."" (Thomas Randolph) [A3v]",,,,"""Dramatis personæ"" [A8v]",,,"The jealous lovers a comedy presented to their gracious majesties at Cambridge by the students of Trinity College written by Thomas Randolph Master of Arts and Fellow of the house valeat res ludicra si me palma negata macrum donata reducit opimum London printed for Richard Royston at the angel in Ivy Lane 1646",University,"Randolph, Thomas",Comedy,,,"Royston, Richard",,,,"C.3 (Newgate Within - Ivy Lane)"
5115,,"Poems with the Muses' Looking Glass; and Amyntas",,1643,1643,,n/a,1638,Collection,None,n/a,R241,,0,3,"There are two issues of this collection, both with the same Wing number [R241]. The first was issued with the remaining stock of the 1640 edition of <i>The Jealous Lovers</i> [Greg 469c]; the second was issued with the 1646 edition of <i>The Jealous Lovers</i> [Greg 469d]. See also the other Wing ",Oc2,"1 quarto, 3 octavos",228,,,Yes,,,,,,,Yes,,"Apr 5, 1642: Entered to Francis Bowman: ""a booke called Poems w<sup>th</sup> the Muses Looking glasse & Amyntas. by Thomas Randolph. w<sup>ch</sup>. said booke belongeth to the said ffrancis Bowman as being purchased by him at Oxford"".",Octavo,,"POEMS, With the M<small>USES</small> LOOKING-GLASSE, <i>AND</i> AMYNTAS. ... Whereunto is added, <i>The Jealous Lovers</i>.","<i>By</i> T<small>HO</small>: R<small>ANDOLPH</small> <i>M.A. and late Fellow of Trinity Col. in Cambridge</i>.",,,"The third Edition inlarged. ... <i>LONDON</i>, Printed in the Yeer 1643.",,,,"11: by ""Ro. Randolph"" (2); ""I. T.""; ""Tho. Terrent""; ""R. Bride-oake""; ""Ed. Gayton""; ""G. W."" ; ""Ios. Howe""; ""Owen Feltham""; ""R. Gostelow""; ""Ric. West"" [A2r]",,,,,,,,"Poems with the muses' looking-glass and amyntas by Tho. Randolph m.a. and late fellow of trinity col. in Cambridge the third edition enlarged whereunto is added the jealous lovers. London printed in the year 1643","Collection of Plays and Nondramatic Texts","Randolph, Thomas",n/a,,[unknown],,,,,
5116,,"Poems with the Muses' Looking Glass; Amyntas; Jealous Lovers; Aristippus",,1652,1652,,n/a,1638,Collection,None,n/a,R242,,0,4,"There are two issues of this collection. Wing R242 contains the original title leaf, which lists no stationers in its imprint. In Wing R243, the original title leaf A1 was replaced by a single fold [π<sup>2</sup>], which contains an engraved title page [π1v] and a general title page [π2r]; the general title page lists Bowman as publisher and Roybould as bookseller. See also Wing ",Oc3,"1 quarto, 3 octavos",252,,,Yes,,,,,,,Yes,,"Apr 5, 1642: Entered to Francis Bowman: ""a booke called Poems w<sup>th</sup> the Muses Looking glasse & Amyntas. by Thomas Randolph. w<sup>ch</sup>. said booke belongeth to the said ffrancis Bowman as being purchased by him at Oxford"".",Octavo,,"POEMS With the [in single column joined by pointed bracket] { Muses Looking- | Glasse<sup>.</sup> | Amyntas. | Jealous Lovers. | Arystippus.","<i>BY</i> THO: RANDOLPH <i>M.A. and late Fellow of Trinity Col. in Cambridge</i>.",,,"The fourth Edition inlarged. <i>LONDON</i>, Printed in the Yeare 1652.",,,,"11: by ""Ro. Randolph"" (2); ""I. T.""; ""Tho. Terrent""; ""R. Bride-oake""; ""Ed. Gayton""; ""G. W."" ; ""Ios. Howe""; ""Owen Feltham""; ""R. Gostelow""; ""Ric. Wets"" [A2r]",,,,,,,,"Poems with the muses' looking-glass amyntas the jealous lovers aristippus by Tho. Randolph m.a. and late fellow of trinity col. in Cambridge the fourth edition enlarged London printed in the year 1652","Collection of Plays and Nondramatic Texts","Randolph, Thomas",n/a,,[unknown],,,,,
5116.01,,"The Muses' Looking Glass",,1652,1652,1630,"1630 [licensed for stage, Nov 25]",1638,"Play in Collection",None,547d,n/a,,4,0,,"coll, Oc3","1 quarto in collection, 3 octavos in collection",43,,,,,,,,,,,,"Apr 5, 1642: Entered to Francis Bowman: ""a booke called Poems w<sup>th</sup> the Muses Looking glasse & Amyntas. by Thomas Randolph. w<sup>ch</sup>. said booke belongeth to the said ffrancis Bowman as being purchased by him at Oxford"".",Octavo,,"THE MUSES Looking-Glasse.","By <i>T.</i> R.",,,"L<i>ondon</i> Printed <i>Anno Dom.</i> 1652.",,,,,,,,,,,,"The muses' looking-glass by T.R. London printed anno dom 1652","Boys Professional","Randolph, Thomas",Comedy,,,,,"King's Revels Company",,
5116.02,,"Amyntas, or The Impossible Dowry",,1652,1652,1630,"1630 [licensed for stage, Nov 26]",1638,"Play in Collection",None,548d,n/a,,4,0,,"coll, Oc3","1 quarto in collection, 3 octavos in collection",52,,,,,,Yes,,,Yes,,,"Apr 5, 1642: Entered to Francis Bowman: ""a booke called Poems w<sup>th</sup> the Muses Looking glasse & Amyntas. by Thomas Randolph. w<sup>ch</sup>. said booke belongeth to the said ffrancis Bowman as being purchased by him at Oxford"".",Octavo,,"AMYNTAS. OR THE IMPOSSIBLE DOWRY. A PASTORALL","By T. R.","ACTED before the <i>K</i>ing and Queene At <i>WHITE-HALL</i>.","[in single column] <i>Pastorem, Tityre, pingues Pascere</i> | <i>oportet oves, diductum dicere Carmen</i>.","<i>LONDON</i> Printed in the yeare. 1652.",,,,,,,,,"""Drammatis personæ"" [F4v]",,,"Amyntas or the impossible dowry a Pastoral acted before the king and queen at Whitehall by T.R. Pastorem tityre pingues Pascere oportet ovis deductum dicere Carmen London printed in the year 1652","Boys Professional","Randolph, Thomas",Pastoral,,,,,"King's Revels Company",,
5116.03,,"Aristippus, or The Jovial Philosopher",,1652,1652,1626,"1626 [1625-1626]",1630,"Play in Collection",None,431g,n/a,,7,0,,"coll, Oc1","6 quartos, 1 octavo in collection",15,,,,,,,,,Yes,,,"Mar 26, 1630: Entered to John Marriot: ""Arristippus and The Pedler"".<br />Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1): ""saluo Iure cuiuscunq<i>ue</i> ... Aristippus"".",Octavo,,"[<sup>2</sup>M8r] ARISTIPPVS, OR, THE IOVIALL P<small>HILOSOPHER</small>. ... To which is added, THE CONCEITED PEDLER.",,"<i>Presented in a private Shew,</i>","<i>Omnis Aristippum decuit Color, & status & res. Semel insanivimus</i>.","L<small>ONDON</small>, Printed in the Yeere, 1652.",,,,,,,,,,,,"Aristippus or the jovial philosopher presented in a private show to which is added the conceited peddler omnis aristippum decuit color et status et res semel insanivimus London printed in the year 1652",University,"Randolph, Thomas","Comic Show",,,,,,,
5116.04,,"The Conceited Pedlar (The University Pedlar)",Peddler,1652,1652,1627,"1627 [Nov 1]",1630,"Play in Collection",None,432g,n/a,,7,0,,"coll, Oc1","6 quartos in collection, 1 octavo in collection",7,,,,,,,,,Yes,,,"Mar 26, 1630: Entered to John Marriot: ""Arristippus and The Pedler"".<br />Apr 8, 1630: Entered to Robert Allott: ""A Comedy called The Pedler by R: Davenport"". (Greg: ""The relevance of this [entry] is uncertain, but the sudden appearance of Allot as the publisher [of <i>Aristippus</i> and <i>The Conceited Pedlar</i>] is significant."")",Octavo,,"[<sup>2</sup>O8r] THE PEDLER, AS It was presented in a strange SHOW.",,,,,,,,,,,,,,,,"The peddler as it was presented in a strange show",University,"Randolph, Thomas",Monologue,,,,,,,
5116.05,,"The Jealous Lovers",,1652,1652,1632,"1632 [Mar 20]",1632,"Play in Collection",None,469e,n/a,,5,0,,"coll, Oc3","2 quartos, 2 octavos (bibliographically independent and in collection), 1 octavo in collection",53,,Yes,Yes,Yes,,Yes,,,Yes,,,"Jun 3, 1645: Transferred from Richard Ireland and Roger Daniel to Richard Royston: ""a Comedie called the Iealous Lovers. by Tho: Randall w<sup>ch</sup> sd Copie was formerly printed at Cambridge as by a Note vnder their hands apps w<sup>ch</sup> is putt vpon the file"".",Octavo,,"[<sup>2</sup>P8r] THE Iealous Lovers. A COMEDIE","<i>Written by</i> T<small>HOMAS</small> R<small>ANDOLPH</small>, Master of Arts, and Fellow of the House.","<i>Presented to</i> Their gracious M<small>AJESTIES</small> <i>At</i> CAMBRIDGE, By the STUDENTS of <i>Trinitie Colledge</i>.","[in single column] ————<i>Valeatres ludicra, si me</i> | <i>Palma negata macrum, donata reducit  opimum</i>.","<i>DONDON</i>, Printed in the Yeere, 1652.",,,"Epistle <i>to</i>: Thomas Comber (<i>college head and dean of Carlisle</i>); <i>from</i>: Thomas Randolph [<sup>3</sup>A1r]. Verses <i>to</i>: Kenelm Digby (<i>natural philosopher and courtier</i>); <i>from</i>: Thomas Randolph [<sup>3</sup>A2r]. Verses <i>to</i>: Christopher Hatton (1st Baron Hatton); <i>from</i>: Thomas Randolph [<sup>3</sup>A2v]. Verses <i>to</i>: Anthony Stafford (<i>author</i>); <i>from</i>: Thomas Randolph [<sup>3</sup>A2v]. Verses <i>to</i>: Richard Lane (<i>barrister</i>); <i>from</i>: Thomas Randolph [<sup>3</sup>A3r]. Verses <i>to</i>: Lambert Osbaldeston (<i>schoolmaster</i>); <i>from</i>: Thomas Randolph [<sup>3</sup>A3r]. Verses <i>to</i>: Thomas Riley (<i>actor</i>); <i>from</i>: Thomas Randolph [<sup>3</sup>A3r].","10: by ""Edward Hide"" (2); ""Edward Fraunces""; ""Rich. Benefield""; ""James Duport""; ""Thom. Riley""; ""Car. Fotherbie""; ""Fr. Meares""; ""Ro. Randolph""; ""Thom. Vincent"" [<sup>3</sup>A3v]","""To the Reader"" signed ""T. R."" (Thomas Randolph) [<sup>3</sup>A1v]",,,,"""Dramatis personæ"" [<sup>3</sup>A6v]",,,"The jealous lovers a comedy presented to their gracious majesties at Cambridge by the students of Trinity College written by Thomas Randolph Master of Arts and Fellow of the house valeat res ludicra si me palma negata macrum donata reducit opimum London printed in the year 1652",University,"Randolph, Thomas",Comedy,,,,,,,
5117,,"Poems with the Muses' Looking Glass; Amyntas; Jealous Lovers; Aristippus",,1652,1652,,n/a,1638,Collection,None,n/a,R243,,0,4,"There are two issues of this collection. Wing R242 contains the original title leaf, which lists no stationers in its imprint. In Wing R243, the original title leaf A1 was replaced by a single fold [π<sup>2</sup>], which contains an engraved title page [π1v] and a general title page [π2r]; the general title page lists Bowman as publisher and Roybould as bookseller. See also Wing ",Oc3,"1 quarto, 3 octavos",253,"On engraved title page, portrait bust, inscribed ""Obijt Anno 1634 Ætatis suæ 27."", and figures of ""PHILOSOPHIA"" and ""POESIS""",,Yes,,,,,,,Yes,,"Apr 5, 1642: Entered to Francis Bowman: ""a booke called Poems w<sup>th</sup> the Muses Looking glasse & Amyntas. by Thomas Randolph. w<sup>ch</sup>. said booke belongeth to the said ffrancis Bowman as being purchased by him at Oxford"".",Octavo,,"[engraved title page; π1v] POEMS<br />[letterpress title page; π2r] POEMS. with the [in single column joined by pointed bracket] { Muses Looking- | Glasse. | Amyntas. | Jealous Lovers. | Arystippus.","[engraved title page] <i>By</i> Tho: Randolph.<br />[letterpress title page] <i>By</i> THO: RANDOLPH, <i>M.A. and late Fellow of Trinity Col. in Cambridge</i>.",,,"[engraved title page] <i>The 4.<sup>th,</sup> Edition much Enlarged. Printed</i>, Oxford <i>for Francis Bowman. 1652</i>.<br />[letterpress title page] The fourth Edition enlarged. <i>LONDON</i>, Printed for <i>F. Bowman</i>, and are to be sold by <i>William Roybould</i> at the Unicorne in S. <i>Pauls</i> Church-yard neer the little North-door. 1652.",,,,"11: by ""Ro. Randolph"" (2); ""I. T.""; ""Tho. Terrent""; ""R. Bride-oake""; ""Ed. Gayton""; ""G. W."" ; ""Ios. Howe""; ""Owen Feltham""; ""R. Gostelow""; ""Ric. Wets"" [A2r]",,,,,,,,"Poems with the muses' looking-glass amyntas the jealous lovers aristippus by Tho. Randolph m.a. and late fellow of trinity col. in Cambridge the fourth edition enlarged London printed for f. bowman and are to be sold by William Roybould at the unicorn in st. paul's churchyard near the little north door 1652

Poems by Tho. Randolph the 4th edition much enlarged Printed Oxford for Francis Bowman 1652","Collection of Plays and Nondramatic Texts","Randolph, Thomas",n/a,"Roybound, William",[unknown],"Bowman, Francis",,,,"B (Paul's Churchyard - Unlocated)|Oxford"
5118,,"Plays, Masques, Epigrams, Elegies, and Epithalamiums",Masks,1639,1639,,n/a,1639,Collection,None,n/a,18337,,0,1,,Q1,"1 quarto",246,,,,,,,,,,,,,Quarto,"For this collection, a single leaf has been prefixed to separate editions of individual plays published from 1637 to 1640. The bookseller attribution is from STC.","Plays, Maskes, Epigrams, Elegies, and Epithalamiums. Collected into one Volume.",,,,"<i>LONDON</i>, Printed by <i>I. Dawson</i>, And are to be sold at the signe of the <i>White-Lyon</i> and <I>Ball</i> in Saint P<small>AULS</small> Churchyard. 1639.",,,,,,,,,,,,"Plays masques epigrams elegies and epithalamiums collected into one volume London printed by J. dawson and are to be sold at the sign of the white lion and ball in saint paul's churchyard 1639","Collection of Plays and Nondramatic Texts","Nabbes, Thomas",n/a,"Fussell, Nicholas","Dawson, John (2)",,,,,"A.2 (Paul's Churchyard - Great North Door)"
5118.01,863,"Hannibal and Scipio",,1637,1637,1635,1635,1637,"Play in Collection",Indoor,513a,n/a,,1,0,,"coll, Q1","1 quarto (bibliographically independent and in collection)",40,,Yes,,,Yes,Yes,Yes,,Yes,,,"Aug 6, 1636: Entered to Charles Greene: ""a Play called the history of Anniball & Scipio. by Tho: Nabbs"".",Quarto,,"[A1r] HANNIBAL AND SCIPIO. AN HISTORICALL <i>TRAGEDY</i>.","The Author <i>Thomas Nabbes</i>.","Acted in the yeare 1635. by the Queenes  Majesties Servants, at their Private house in <i>Drury Lane</i>.","<i>Arma virosque cano</i>.","LONDON, Printed by <i>Richard Oulton</i> for <i>Charles Greene</i>, and are to be sold  at the white Lion in <i>Pauls</i> Church-yard. 1637.",,,"Verses <i>to</i>: ""the Ghosts of Hannibal and Scipio""; <i>from</i>: Thomas Nabbes [A2r]. Verses <i>to</i>: ""the Authour""; <i>from</i>: ""The Ghosts of Hanniball and Scipio"" [A3r]",,,,,,"""The speaking persons"" [A4r]","part of ""The speaking persons"" [A4r]","""The Argument of the first Act"" [B1r]; ""The argument of the second Act"" [C4r]; ""The argument of the third Act"" [E3v]; ""The argument of the fourth Act"" [G2v]; ""The argument of the last Act"" [I2r]","hannibal and scipio an historical tragedy acted in the year 1635 by the queen's majesty's servants at their private house in drury lane. the author thomas nabbes. arma virosque cano. london printed by richard oulton for charles greene and are to be sold at the white lion in paul's churchyard 1637","Adult Professional","Nabbes, Thomas",Tragedy,,"Oulton, Richard","Greene, Charles","Queen Henrietta Maria's Men","Queen Henrietta Maria's Men",,"A.2 (Paul's Churchyard - Great North Door)"
5118.02,864,Microcosmus,,1637,1637,1637,1637,1637,"Play in Collection",Indoor,514a,n/a,,1,0,,"coll, Q1","1 quarto (bibliographically independent and in collection)",28,,Yes,Yes,Yes,,Yes,,,Yes,,,"Aug 6, 1636: Entered to Charles Greene: ""A morrall Maske by Tho: Nabbs"".",Quarto,,"[A2r] <i>Microcosmus</i>. A MORALL MASKE,","and heere Set down according to the intention of the Authour T<small>HOMAS</small> N<small>ABBES</small>.","PRESENTED WITH generall liking, at the private house in S<small>ALISBURY</small> Court,","<i>Debent et prodesse, et delectare Poetæ</i>.","LONDON, Printed by R<small>ICHARD</small> O<small>ULTON</small> for <i>Charles Greene</i>, and are to be sold at the white Lyon in Pauls Church-yard. 1637.",,,"Dedication <i>to</i>: ""all truly noble, generous and honest spirits""; <i>from</i>: Thomas Nabbes [A3r]","2: by ""Rich. Broome""; ""Will. Cufaude"" [A4r]","note on ""The errours escap't in the Presse"" [A4v]",,,,"""The Persons figur'd"" [B1r]",,,,"Occasional; Adult Professional","Nabbes, Thomas","Moral Masque",,"Oulton, Richard","Greene, Charles",,"Queen Henrietta Maria's Men","Note on ""The errours escap't in the Presse"" [A4v]","A.2 (Paul's Churchyard - Great North Door)"
5118.03,899,"Tottenham Court",,1638,1638,1634,"1634 [1633-1634]",1638,"Play in Collection",Indoor,540a(i),n/a,,1,0,"There are three issues of this edition. Greg 540a(i) contains the original title leaf dated 1638, which lists ""Richard Oulton"" as printer and Green as publisher. The second issue contains a cancel title leaf dated 1639, which lists ""R. Oulton"" as printer, no publisher, and a slightly different author attribution; it exists in two states; Greg 540a(ii*) names Queen Henrietta Maria's Men, while Greg 540a(ii†) does not name a playing company. Copies of both Greg 540a(i) and Greg 540a(ii†) were also issued in the 1639 Nabbes collection (STC 18337). See also Greg ","coll, Q1","1 quarto (bibliographically independent and in collection)",40,,Yes,,,,Yes,,,,,,"Apr 5, 1638: Entered to Charles Greene: ""a Play Called Tottenham Court. by Thomas Nabbs.""",Quarto,,"[A2r] TOTENHAM COVRT. A PLEASANT COMEDIE:","<i>The Author</i> T<small>HOMAS</small> N<small>ABBES</small>.","Acted in the Y<small>EARE</small> MDCXXXIII. At the private House in <i>Salisbury-Court</i>.",,"<i>AT LONDON</i>, Printed by R<small>ICHARD</small> O<small>VLTON</small>, for C<small>HARLES</small> G<small>REENE</small>; and are to be sold at the Signe of the <i>White Lyon</i>, in P<small>AVLS</small> <i>Church-yard</i>. 1638.",,,"""The Epistle"" <i>to</i>: William Mills (<i>Esquire</i>); <i>from</i>: Thomas Nabbes [A3r]
",,,,,,"""The Persons"" [A4v]",,,,"Adult Professional","Nabbes, Thomas",Comedy,,"Oulton, Richard","Greene, Charles",,Unknown,,"A.2 (Paul's Churchyard - Great North Door)"
5118.04,901,"Tottenham Court",,1639,1639,1634,"1634 [1633-1634]",1638,"Play in Collection",Indoor,540a(ii†),n/a,,1,0,"There are three issues of this edition. Greg 540a(i) contains the original title leaf dated 1638, which lists ""Richard Oulton"" as printer and Green as publisher. The second issue contains a cancel title leaf dated 1639, which lists ""R. Oulton"" as printer, no publisher, and a slightly different author attribution; it exists in two states; Greg 540a(ii*) names Queen Henrietta Maria's Men, while Greg 540a(ii†) does not name a playing company. Copies of both Greg 540a(i) and Greg 540a(ii†) were also issued in the 1639 Nabbes collection (STC 18337). See also Greg ","coll, Q1","1 quarto (bibliographically independent and in collection)",10,,Yes,,,,Yes,,,,,,"Apr 5, 1638: Entered to Charles Greene: ""a Play Called Tottenham Court. by Thomas Nabbs.""",Quarto,"According to STC, John Dawson (2) printed the cancel title page for this issue.","[A2r] Totenham-Court, A PLEASANT COMEDY.","By T<small>HOMAS</small> N<small>ABBS</small>.","Acted at the private house in <i>Salisbury-Court</i>.",,"<i>LONDON</i>, Printed by <i>R. Oulton</i>, And are to be sold at the signe of the <i>White-Lyon</i> and <i>Ball</i> in Saint P<small>AULS</small> Churchyard. 1639.",,,"""The Epistle"" <i>to</i>: William Mills (<i>Esquire</i>); <i>from</i>: Thomas Nabbes [A3r]
",,,,,,"""The Persons"" [A4v]",,,,"Adult Professional","Nabbes, Thomas",Comedy,,"Oulton, Richard; Dawson, John (2)",,,Unknown,,"A.2 (Paul's Churchyard - Great North Door)"
5118.05,906,"Covent Garden",,1638,1638,1633,1633,1638,"Play in Collection",None,542a(i),n/a,,1,0,"There are three issues of this edition. Greg 542a(i) contains the original title leaf dated 1638, which lists ""Richard Oulton"" as printer and Green as publisher. The second issue contains a cancel title leaf dated 1639, which contains different author and performance attributions; it exists in two states: Greg 542a(ii*) lists ""R. O"" as printer, while Greg 542a(ii†) lists ""R. Oulton"". Copies of both Greg 542a(i) and Greg 542a(ii†) were also issued in the 1639 Nabbes collection (STC 18337). See also Greg ","coll, Q1","1 quarto (bibliographically independent and in collection)",42,,Yes,,,,Yes,,,,,,"May 28, 1638: Entered to Charles Greene: ""a Play called Couent Garden. by Thomas Nabbes.""",Quarto,,"[A2r] COVENT GARDEN: A PLEASANT COMEDIE:","<i>The Author</i> T<small>HOMAS</small> N<small>ABBS</small>.","Acted in the Y<small>EARE</small>, MDCXXXII. By the <i>Queenes</i> Majesties Servants.",,"<i>LONDON</i>, Printed by R<small>ICHARD</small> O<small>ULTON</small>, for C<small>HARLES</small> G<small>REENE</small>; and are to be sold at the Signe of the White <i>Lyon</i>, in P<small>AULS</small> <i>Church-yard</i>. 1638.",,,"""The Epistle"" <i>to</i>: John Suckling (<i>poet</i>); <i>from</i>: Thomas Nabbes [A3r]",,,,,,"""The Persons"" [A4v]",,,"Covent Garden a pleasant comedy acted in the year MDCXXXII by the queen's majesty's servants the author Thomas Nabbes London printed by Richard Oulton for Charles Greene and are to be sold at the sign of the white lion in Paul's Churchyard 1638","Adult Professional","Nabbes, Thomas",Comedy,,"Oulton, Richard","Greene, Charles","Queen Henrietta Maria's Men","Queen Henrietta Maria's Men",,"A.2 (Paul's Churchyard - Great North Door)"
5118.06,908,"Covent Garden",,1639,1639,1633,1633,1638,"Play in Collection",None,542a(ii†),n/a,,1,0,"There are three issues of this edition. Greg 542a(i) contains the original title leaf dated 1638, which lists ""Richard Oulton"" as printer and Green as publisher. The second issue contains a cancel title leaf dated 1639, which contains different author and performance attributions; it exists in two states: Greg 542a(ii*) lists ""R. O"" as printer, while Greg 542a(ii†) lists ""R. Oulton"". Copies of both Greg 542a(i) and Greg 542a(ii†) were also issued in the 1639 Nabbes collection (STC 18337). See also Greg ","coll, Q1","1 quarto (bibliographically independent and in collection)",42,,Yes,,,,Yes,,,,,,"May 28, 1638: Entered to Charles Greene: ""a Play called Couent Garden. by Thomas Nabbes.""",Quarto,"According to STC, John Dawson (2) printed the cancel title page for this issue.","[A2r] Covent-Garden, A PLEASANT COMEDY.","By T<small>HOMAS</small> N<small>ABBS</small>.","Acted by the Queenes Majesties Servants.",,"<i>LONDON</i>, Printed by <i>R. Oulton</i>, And are to be sold at the signe of the <i>White-Lyon</i> and <i>Ball</i> in Saint P<small>AULS</small> Churchyard. 1639.",,,"""The Epistle"" <i>to</i>: John Suckling (<i>poet</i>); <i>from</i>: Thomas Nabbes [A3r]",,,,,,"""The Persons"" [A4v]",,,"Covent Garden a pleasant comedy acted by the queen's majesty's servants by Thomas Nabbes London printed by R. Oulton and are to be sold at the sign of the white lion and ball in saint Paul's Churchyard 1639","Adult Professional","Nabbes, Thomas",Comedy,,"Oulton, Richard; Dawson, John (2)",,"Queen Henrietta Maria's Men","Queen Henrietta Maria's Men",,"A.2 (Paul's Churchyard - Great North Door)"
5118.09,951,"The Bride",,1640,1640,1638,"1638 [Summer]",1640,"Play in Collection",Indoor,576a,n/a,,1,0,,"coll, Q1","1 quarto (bibliographically independent and in collection)",36,,Yes,,,,Yes,,,Yes,,,"Jul 8, 1639: Entered to Lawrence Blaiklock: ""a play called The Bride by Tho: Nabbs"".",Quarto,,"[A2r] THE BRIDE, A COMEDIE.","The Author, T<small>HOMAS</small> N<small>ABBES</small>.","Acted in the yeere 1638. at the private house  in <i>Drury-lane</i> by their Majesties Servants.","Ovid. epist Herm. ad Orest. [in single column] ———— <i>Nec turpe marito  est</i> | <i>Aspera pro charo bella tulisse thoro</i>.","<i>LONDON</i>. Printed by <i>R. H.</i> for <i>Laurence  Blaikelocke</i> and are to be sold at his shop at the signe of the Sugar-loafe  next <i>Temple barre</i> in <i>Fleet-street</i>. 1640.",,,"Epistle <i>to</i>: ""the Generalty of his Noble friends, Gentlemen of the severall Honorable Houses the Inns of Court""; <i>from</i>: Thomas Nabbes [A3r]",,,"“Imprimatur. Math. Clay. April. 6. 1639.”",,,"""The Speaking Persons"" and ""Mutes"" [A4r]",,,"the bride a comedy acted in the year 1638 at the private house in drury lane by their majesties' servants the author thomas nabbes ovid epist Herm ad orest nec turpe marito est aspera pro charo bella tulisse thoro london printed by r.h. for lawrence blaiklock and are to be sold at his shop at the sign of the sugar loaf next temple bar in fleet street 1640","Boys Professional","Nabbes, Thomas",Comedy,,"Hodgkinson, Richard","Blaiklock, Lawrence","Beeston's Boys","Beeston's Boys",,"W.14 (Fleet St. - Temple Bar)"
